address,postal_code,country,federal_district,region_type,region,area_type,area,city_type,city,settlement_type,settlement,kladr_id,fias_id,fias_level,capital_marker,okato,oktmo,tax_office,timezone,geo_lat,geo_lon,population,foundation_year
"Ставропольский край, г Михайловск",356240,Россия,Северо-Кавказский,край,Ставропольский,р-н,Шпаковский,г,Михайловск,,,2602700100000,51007e5c-e430-4f18-912c-f88c7e73698d,4,1,07258501000,07558000001,2645,UTC+3,45.1297323,42.0288443,71018,1784
"Ставропольский край, г Невинномысск",357100,Россия,Северо-Кавказский,край,Ставропольский,,,г,Невинномысск,,,2600000600000,ff894fb7-acb4-4edf-bb48-c5349d89579b,4,0,07424000000,07724000001,2648,UTC+3,44.6226031,41.9476723,118351,1825
"Ставропольский край, г Нефтекумск",356880,Россия,Северо-Кавказский,край,Ставропольский,р-н,Нефтекумский,г,Нефтекумск,,,2601800100000,47a5b97a-5cc1-4fa4-893f-0041590dd823,4,1,07241501000,07725000001,2646,UTC+3,44.7544552,44.9865347,27700,1958
"Ставропольский край, г Новоалександровск",356000,Россия,Северо-Кавказский,край,Ставропольский,р-н,Новоалександровский,г,Новоалександровск,,,2601900100000,a0194045-d9a6-4593-9502-133cae983a3f,4,1,07243501000,07726000001,2644,UTC+3,45.4932733,41.2153996,26759,1804
"Ставропольский край, г Новопавловск",357300,Россия,Северо-Кавказский,край,Ставропольский,р-н,Кировский,г,Новопавловск,,,2601200100000,d72c4e6c-59e6-4c02-9372-61f980f79cbd,4,1,07225501000,07716000001,2641,UTC+3,43.9617097,43.6342865,26556,1777
"Ставропольский край, г Пятигорск",357500,Россия,Северо-Кавказский,край,Ставропольский,,,г,Пятигорск,,,2600000700000,9b0efbd0-22bb-400d-86db-ddc69b9939d9,4,0,07427000000,07727000001,2632,UTC+3,44.041091,43.0661553,142397,1780
"Ставропольский край, г Светлоград",356530,Россия,Северо-Кавказский,край,Ставропольский,р-н,Петровский,г,Светлоград,,,2602100100000,019979ae-6056-4ed8-98ef-48bded318dd2,4,1,07246501000,07731000001,2643,UTC+3,45.328659,42.8565714,38520,1786
г Ставрополь,355000,Россия,Северо-Кавказский,край,Ставропольский,,,г,Ставрополь,,,2600000100000,2a1c7bdb-05ea-492f-9e1c-b3999f79dcbc,4,2,07401000000,07701000001,2600,UTC+3,45.044516,41.9689655,398266,1777
"Тамбовская обл, г Жердевка",393670,Россия,Центральный,обл,Тамбовская,р-н,Жердевский,г,Жердевка,,,6800400100000,97034a8c-c36f-4e7b-880b-436ce8fec1be,4,1,68204501000,68604101001,6820,UTC+3,51.8422192,41.4617687,15211,1745
"Тамбовская обл, г Кирсанов",393360,Россия,Центральный,обл,Тамбовская,,,г,Кирсанов,,,6800000500000,24694c2c-bab5-4fc7-9666-5ad984536465,4,0,68405000000,68705000001,6828,UTC+3,52.6506335,42.7286445,17240,1702
"Тамбовская обл, г Котовск",393190,Россия,Центральный,обл,Тамбовская,,,г,Котовск,,,6800000200000,1cc2ab3c-1791-4771-b332-d2d96f52788e,4,0,68410000000,68710000001,6820,UTC+3,52.5924489,41.5101237,31851,1940
"Тамбовская обл, г Мичуринск",393760,Россия,Центральный,обл,Тамбовская,,,г,Мичуринск,,,6800000600000,9bacca6d-4ed5-4fae-a76d-d281ce884d04,4,1,68415000000,68715000,6827,UTC+3,52.8912389,40.5104443,98758,1635
"Тамбовская обл, г Моршанск",393950,Россия,Центральный,обл,Тамбовская,,,г,Моршанск,,,6800000300000,88bf324d-7303-45c3-ba7f-695f2528490b,4,0,68420000000,68720000001,6820,UTC+3,53.4436216,41.8115478,41550,1623
"Тамбовская обл, г Рассказово",393250,Россия,Центральный,обл,Тамбовская,,,г,Рассказово,,,6800000700000,f3d1ea5a-4478-4589-bec0-47c558577739,4,0,68425000000,68725000001,6828,UTC+3,52.6538833,41.874285,45484,1698
г Тамбов,392000,Россия,Центральный,обл,Тамбовская,,,г,Тамбов,,,6800000400000,ea2a1270-1e19-4224-b1a0-4228b9de3c7a,4,2,68401000000,68701000001,6800,UTC+3,52.7213154,41.452264,280457,1636
"Тамбовская обл, г Уварово",393460,Россия,Центральный,обл,Тамбовская,,,г,Уварово,,,6800000800000,5a54fa19-c17f-40a8-9d81-0fc826cba781,4,0,68430000000,68730000001,6828,UTC+3,51.9767841,42.2529799,26829,1699
"Респ Татарстан, г Агрыз",422230,Россия,Приволжский,Респ,Татарстан,р-н,Агрызский,г,Агрыз,,,1600200100000,9f936889-a757-419e-890a-d4cc1fa95e93,4,1,92201501000,92601101001,1674,UTC+3,56.5232864,52.9943775,19299,1646
"Респ Татарстан, г Азнакаево",423330,Россия,Приволжский,Респ,Татарстан,р-н,Азнакаевский,г,Азнакаево,,,1600300100000,17296190-84f5-4afd-93c5-2b79cfc8bc12,4,1,92403000000,92602101001,1689,UTC+3,54.8598642,53.0745527,34859,1762
"Респ Татарстан, г Альметьевск",423403,Россия,Приволжский,Респ,Татарстан,р-н,Альметьевский,г,Альметьевск,,,1600800100000,1ca4e6ce-2bc8-40a9-bdf5-113449c3a172,4,1,92405000000,92608101001,1644,UTC+3,54.9014619,52.2970467,146309,1700
"Респ Татарстан, г Арск",422000,Россия,Приволжский,Респ,Татарстан,р-н,Арский,г,Арск,,,1601000100000,d2c6e970-af35-41fe-9ba6-dc44a4187c67,4,1,92212501000,92612151001,1685,UTC+3,56.0912567,49.877067,18114,1200
"Респ Татарстан, г Бавлы",423930,Россия,Приволжский,Респ,Татарстан,р-н,Бавлинский,г,Бавлы,,,1601200100000,2a7d9c47-fc56-4167-a5fc-5e40a8a5f5d5,4,1,92408000000,92614101001,1689,UTC+3,54.4062891,53.2458065,22109,1658
"Респ Татарстан, г Болгар",422840,Россия,Приволжский,Респ,Татарстан,р-н,Спасский,г,Болгар,,,1603800100000,724d41e3-f0ac-4254-a207-897ea3d42076,4,1,92232501000,92632101001,1677,UTC+3,54.974891,49.0303882,8650,1781
"Респ Татарстан, г Бугульма",423230,Россия,Приволжский,Респ,Татарстан,р-н,Бугульминский,г,Бугульма,,,1601400100000,2c857ac6-3fb8-421d-bfd4-deeffa96df8f,4,1,92410000000,92617101001,1689,UTC+3,54.5363495,52.7895849,89144,1736
"Респ Татарстан, г Буинск",422430,Россия,Приволжский,Респ,Татарстан,р-н,Буинский,г,Буинск,,,1601500100000,58e5a396-77c4-4ab6-b235-afe364c0580f,4,1,92412000000,92618101001,1673,UTC+3,54.9641538,48.2901209,20342,1691
"Респ Татарстан, г Елабуга",423600,Россия,Приволжский,Респ,Татарстан,р-н,Елабужский,г,Елабуга,,,1601900100000,82d4c783-5080-4faa-9cec-ba9152bc9fc8,4,1,92415000000,92626101001,1600,UTC+3,55.7567107,52.0543794,70750,1000
"Респ Татарстан, г Заинск",423520,Россия,Приволжский,Респ,Татарстан,р-н,Заинский,г,Заинск,,,1602000100000,098deac5-b810-4584-b277-10f8b5afe51d,4,1,92417000000,92627101001,1651,UTC+3,55.299053,52.0062972,41798,1656
"Респ Татарстан, г Зеленодольск",422521,Россия,Приволжский,Респ,Татарстан,р-н,Зеленодольский,г,Зеленодольск,,,1602100100000,1e90ec38-0f85-442b-ac1b-ca687fa91d88,4,1,92420000000,92628101001,1673,UTC+3,55.8466651,48.5010954,97651,1865
"Респ Татарстан, Верхнеуслонский р-н, г Иннополис",420500,Россия,Приволжский,Респ,Татарстан,р-н,Верхнеуслонский,г,Иннополис,,,1601600100000,98da33d3-9455-497a-9703-a0f89c95a901,4,0,92220509000,92620109001,1683,UTC+3,55.7521699,48.7446846,96,2012
г Казань,420000,Россия,Приволжский,Респ,Татарстан,,,г,Казань,,,1600000100000,93b3df57-4c89-44df-ac42-96f05e9cd3b9,4,2,92401000000,92701000001,1600,UTC+3,55.7943584,49.1114975,1216965,1005
"Респ Татарстан, г Кукмор",422110,Россия,Приволжский,Респ,Татарстан,р-н,Кукморский,г,Кукмор,,,1602400200000,840033db-f0cb-4783-b0e0-8c9235d64948,4,1,92233501000,92633101001,1675,UTC+3,56.1861392,50.8970238,17700,1741
"Респ Татарстан, г Лаишево",422610,Россия,Приволжский,Респ,Татарстан,р-н,Лаишевский,г,Лаишево,,,1602500100000,72197ca2-8209-49d6-ba10-7796b2e2e852,4,1,92234501000,92634101001,1684,UTC+3,55.4042867,49.5499838,7735,1557
"Респ Татарстан, г Лениногорск",423250,Россия,Приволжский,Респ,Татарстан,р-н,Лениногорский,г,Лениногорск,,,1602600100000,e3a88932-c76e-4158-842c-d710a9856df1,4,1,92425000000,92636101001,1689,UTC+3,54.5967034,52.4431906,64145,1795
"Респ Татарстан, г Мамадыш",422190,Россия,Приволжский,Респ,Татарстан,р-н,Мамадышский,г,Мамадыш,,,1602700100000,1d9bbe0d-7086-4fd0-b91c-ed6d196cb818,4,1,92238501000,92638101001,1675,UTC+3,55.7150413,51.4129016,14432,1391
"Респ Татарстан, г Менделеевск",423650,Россия,Приволжский,Респ,Татарстан,р-н,Менделеевский,г,Менделеевск,,,1602800100000,e23b4fcb-782b-4d5c-b962-94fd6018fef6,4,1,92239501000,92639101001,1674,UTC+3,55.895169,52.3143347,22075,1868
"Респ Татарстан, г Мензелинск",423700,Россия,Приволжский,Респ,Татарстан,р-н,Мензелинский,г,Мензелинск,,,1602900100000,d1d11ebe-b022-44aa-a211-3472483a4974,4,1,92240501000,92640101001,1674,UTC+3,55.7270698,53.1003968,16474,1586
"Респ Татарстан, г Набережные Челны",423800,Россия,Приволжский,Респ,Татарстан,,,г,Набережные Челны,,,1600000200000,748d7afa-7407-4876-9f40-764ecdd09bbd,4,0,92430000000,92730000001,1650,UTC+3,55.7434619,52.3959165,513242,1626
"Респ Татарстан, г Нижнекамск",423570,Россия,Приволжский,Респ,Татарстан,р-н,Нижнекамский,г,Нижнекамск,,,1603100100000,6b849aa8-0782-4c26-b7ac-a0f413f306c0,4,1,92435000000,92644101001,1651,UTC+3,55.6313609,51.8144669,234108,1961
"Респ Татарстан, г Нурлат",423040,Россия,Приволжский,Респ,Татарстан,р-н,Нурлатский,г,Нурлат,,,1603300100000,1f708d3c-4d86-4ab7-afdf-5741fe661744,4,1,92437000000,92646101001,1677,UTC+3,54.4281461,50.8049337,32600,1905
"Респ Татарстан, г Тетюши",422370,Россия,Приволжский,Респ,Татарстан,р-н,Тетюшский,г,Тетюши,,,1603900100000,e277c80f-b3ce-40d5-9a46-8c1e3a8dd1ba,4,1,92255501000,92655101001,1683,UTC+3,54.936516,48.8314533,11596,1578
"Респ Татарстан, г Чистополь",422951,Россия,Приволжский,Респ,Татарстан,р-н,Чистопольский,г,Чистополь,,,1604300100000,c3c7b150-1b5b-49a6-ace2-a24b403b3b94,4,1,92440000000,92659101001,1677,UTC+3,55.3699139,50.6285784,60703,1700
"Тверская обл, г Андреаполь",172800,Россия,Центральный,обл,Тверская,,,г,Андреаполь,,,6900001000000,0c193436-6308-407a-afbb-973a8c075630,4,1,28202501000,28502000001,6913,UTC+3,56.6506724,32.2620163,8265,1907
"Тверская обл, г Бежецк",171980,Россия,Центральный,обл,Тверская,р-н,Бежецкий,г,Бежецк,,,6900300100000,a8a1798c-3aa9-4716-82a1-51ec18e23c04,4,1,28405000000,28604101001,6906,UTC+3,57.7860089,36.6904983,24517,1137
"Тверская обл, г Белый",172530,Россия,Центральный,обл,Тверская,р-н,Бельский,г,Белый,,,6900400100000,e429f385-b7f5-41be-8c7f-3b8ce47f00b2,4,1,28206501000,28606101001,6912,UTC+3,55.8339056,32.9389741,3771,1350
"Тверская обл, г Бологое",171070,Россия,Центральный,обл,Тверская,р-н,Бологовский,г,Бологое,,,6900500100000,01fecded-f136-4c58-986b-2eef124c8290,4,1,28408000000,28608101001,6908,UTC+3,57.8855767,34.0537771,23499,1495
"Тверская обл, г Весьегонск",171720,Россия,Центральный,обл,Тверская,,,г,Весьегонск,,,6900001100000,1e4608bf-7b7d-41a8-b6e3-78010ee9ce80,4,1,28210501000,28510000001,6906,UTC+3,58.6582598,37.2567558,7330,1564
"Тверская обл, г Вышний Волочек",171150,Россия,Центральный,обл,Тверская,,,г,Вышний Волочек,,,6900000600000,ac45dd91-33c1-4689-a48c-226c75dc752d,4,0,28414000000,28714000001,6908,UTC+3,57.568302,34.5404016,52326,1471
"Тверская обл, г Западная Двина",172610,Россия,Центральный,обл,Тверская,,,г,Западная Двина,,,6900001300000,89a1b73c-6058-49e0-bdba-e7f10c2342dd,4,1,28216501000,28516000001,6912,UTC+3,56.2566492,32.0805315,9376,1900
"Тверская обл, г Зубцов",172332,Россия,Центральный,обл,Тверская,р-н,Зубцовский,г,Зубцов,,,6901000100000,7f0cc277-4994-4c14-abe9-bbb776a8bcfc,4,1,28218501000,28618101001,6914,UTC+3,56.1760868,34.5825515,6937,1216
"Тверская обл, г Калязин",171571,Россия,Центральный,обл,Тверская,р-н,Калязинский,г,Калязин,,,6901100100000,fe762e07-f90b-4758-9816-54112f02740e,4,1,28222501000,28622101001,6910,UTC+3,57.2579478,37.7819693,13870,1434
"Тверская обл, г Кашин",171640,Россия,Центральный,обл,Тверская,,,г,Кашин,,,6900000900000,d0c58ce3-d21c-441f-be50-92de7f5bcc83,4,1,28420000000,28758000001,6910,UTC+3,57.360194,37.6119436,16174,1238
"Тверская обл, г Кимры",171500,Россия,Центральный,обл,Тверская,,,г,Кимры,,,6900000500000,2c02d3e2-f65d-4d7f-b1a3-ffe55d2d4508,4,0,28426000000,28726000001,6910,UTC+3,56.8733213,37.3556605,49623,1546
"Тверская обл, г Конаково",171250,Россия,Центральный,обл,Тверская,р-н,Конаковский,г,Конаково,,,6901500100000,8f171e04-35f6-4c4d-bd95-97a5601b0d71,4,1,28430000000,28630101001,6949,UTC+3,56.7275204,36.8012716,41303,1806
"Тверская обл, г Красный Холм",171660,Россия,Центральный,обл,Тверская,,,г,Красный Холм,,,6900001200000,b62cf2b9-b222-434b-89ea-19e58c73b406,4,1,28232501000,28532000001,6906,UTC+3,58.0571446,37.1126156,5608,1518
"Тверская обл, г Кувшиново",172110,Россия,Центральный,обл,Тверская,р-н,Кувшиновский,г,Кувшиново,,,6901700100000,1370dc6a-9c3c-428b-b8ff-17fe39ee7654,4,1,28234501000,28634101001,6915,UTC+3,57.0265168,34.1676009,10008,1910
"Тверская обл, г Лихославль",171210,Россия,Центральный,обл,Тверская,р-н,Лихославльский,г,Лихославль,,,6901900100000,65ff289f-75f8-4a63-8d7a-7126496de247,4,1,28238501000,28638101001,6915,UTC+3,57.1221304,35.4667605,12259,1624
"Тверская обл, г Нелидово",172520,Россия,Центральный,обл,Тверская,,,г,Нелидово,,,6900000400000,a38751f3-98fe-4d8d-b9bc-2a4705b887ec,4,1,28435000000,28759000001,6912,UTC+3,56.2232566,32.7767459,22886,1900
"Тверская обл, г Осташков",172730,Россия,Центральный,обл,Тверская,,,г,Осташков,,,6900000800000,bfe4c46e-0487-48ba-aea3-be0d909fca67,4,1,28440000000,28752000001,6913,UTC+3,57.1456744,33.1115372,18073,1300
"Тверская обл, г Ржев",172380,Россия,Центральный,обл,Тверская,,,г,Ржев,,,6900000300000,2553804d-14b9-4f5b-8bd0-25c0fc7315ae,4,0,28445000000,28745000001,6914,UTC+3,56.262881,34.3291002,62026,1216
"Тверская обл, г Старица",171360,Россия,Центральный,обл,Тверская,р-н,Старицкий,г,Старица,,,6903200100000,44d646fd-0ad2-49d7-ad37-41aacd6f1aee,4,1,28253501000,28653101001,6914,UTC+3,56.514876,34.9336396,8610,1297
г Тверь,170000,Россия,Центральный,обл,Тверская,,,г,Тверь,,,6900000100000,c52ea942-555e-45c6-9751-58897717b02f,4,2,28401000000,28701000001,6900,UTC+3,56.8586059,35.9116761,403726,1135
"Тверская обл, г Торжок",172000,Россия,Центральный,обл,Тверская,,,г,Торжок,,,6900000200000,4b7047b6-a656-48e7-a247-1433d4a7fb82,4,0,28450000000,28750000001,6915,UTC+3,57.04133,34.9602344,47702,900
"Тверская обл, г Торопец",172842,Россия,Центральный,обл,Тверская,р-н,Торопецкий,г,Торопец,,,6903400100000,7e35bc70-aa2f-4be7-b34f-8a9c18d48b76,4,1,28255501000,28655101001,6912,UTC+3,56.5012188,31.6355466,13018,1074
"Тверская обл, г Удомля",171841,Россия,Центральный,обл,Тверская,,,г,Удомля,,,6900000700000,5bbf246a-6ff4-4050-9ea6-6d0b0a746651,4,1,28455000000,28751000001,6908,UTC+3,57.8787314,35.0167348,31048,1478
"Томская обл, г Асино",636840,Россия,Сибирский,обл,Томская,р-н,Асиновский,г,Асино,,,7000300100000,8540435c-3516-4d00-a7e5-213165da85e5,4,1,69208501000,69608101001,7025,UTC+7,56.9907085,86.1765257,25614,1896
"Томская обл, г Кедровый",636615,Россия,Сибирский,обл,Томская,,,г,Кедровый,,,7000000200000,59cb7e41-b681-40c8-97f2-13374a397867,4,0,69407000000,69707000001,7026,UTC+7,57.561869,79.5677821,2451,1982
"Томская обл, г Колпашево",636460,Россия,Сибирский,обл,Томская,р-н,Колпашевский,г,Колпашево,,,7000900100000,c29a885f-a8c8-43b4-aecd-d439d36f5e47,4,1,69232501000,69632101001,7025,UTC+7,58.3114253,82.9025829,24126,1600
"Томская обл, г Северск",636000,Россия,Сибирский,обл,Томская,,,г,Северск,,,7000000300000,53c22352-eb6f-4163-a4d1-385d64561d2f,4,0,69541000000,69741000001,7024,UTC+7,56.6031285,84.8809926,108466,1949
"Томская обл, г Стрежевой",636780,Россия,Сибирский,обл,Томская,,,г,Стрежевой,,,7000000400000,0a0fe1fc-8aab-4ff3-a2a3-971ee4fcd27f,4,0,69410000000,69710000001,7014,UTC+7,60.732895,77.604122,42216,1966
г Томск,634000,Россия,Сибирский,обл,Томская,,,г,Томск,,,7000000100000,e3b0eae8-a4ce-4779-ae04-5c0797de66be,4,2,69401000000,69701000001,7017,UTC+7,56.4845804,84.9481582,522940,1604
"Тульская обл, г Алексин",301352,Россия,Центральный,обл,Тульская,р-н,Алексинский,г,Алексин,,,7100200100000,b9688874-4981-4b22-a930-2521c04beb3c,4,1,70202501000,70706000001,7100,UTC+3,54.5083349,37.0478067,61738,1348
"Тульская обл, г Белев",301530,Россия,Центральный,обл,Тульская,р-н,Белевский,г,Белев,,,7100400100000,a9d553c1-2d2e-422a-afba-96b3b34755e1,4,1,70206501000,70606101001,7100,UTC+3,53.8114179,36.1382247,13918,1147
"Тульская обл, г Богородицк",301830,Россия,Центральный,обл,Тульская,р-н,Богородицкий,г,Богородицк,,,7100500100000,e80009cb-c8c9-4dda-90cb-082b6e0d5d8c,4,1,70208501000,70608101001,7100,UTC+3,53.7701014,38.1225152,31897,1663
"Тульская обл, Киреевский р-н, г Болохово",301280,Россия,Центральный,обл,Тульская,р-н,Киреевский,г,Болохово,,,7101400200000,0e4f8d4e-bc37-4c6e-b46f-a448a0bcb84a,4,0,70228508000,70628108001,7100,UTC+3,54.0820349,37.826724,9619,1500
"Тульская обл, г Венев",301320,Россия,Центральный,обл,Тульская,р-н,Веневский,г,Венев,,,7100600100000,6fef4448-fd64-4669-8f49-866718b3ec5c,4,1,70212501000,70612101001,7100,UTC+3,54.3542315,38.2642236,15220,1371
"Тульская обл, г Донской",301760,Россия,Центральный,обл,Тульская,,,г,Донской,,,7100000200000,dc8fbc8d-da2e-4bbb-a55c-94446fa7ad77,4,0,70412000000,70712000001,7100,UTC+3,53.9678944,38.3371824,64561,1773
"Тульская обл, г Ефремов",301840,Россия,Центральный,обл,Тульская,р-н,Ефремовский,г,Ефремов,,,7101000100000,a6fad096-bd8a-49b8-ad26-78d892c208fd,4,1,70220501000,70714000001,7100,UTC+3,53.1464766,38.0921657,42350,1637
"Тульская обл, г Кимовск",301720,Россия,Центральный,обл,Тульская,р-н,Кимовский,г,Кимовск,,,7101300100000,1b04dfd7-7752-4c40-ae60-9fae9cb95237,4,1,70226501000,70626101001,7100,UTC+3,53.9698378,38.5380808,28493,1600
"Тульская обл, г Киреевск",301260,Россия,Центральный,обл,Тульская,р-н,Киреевский,г,Киреевск,,,7101400100000,7cf29293-e9ab-4c7a-98ec-30d0c48ea104,4,1,70228501000,70628101001,7100,UTC+3,53.9319555,37.9220351,25585,1762
"Тульская обл, Киреевский р-н, г Липки",301264,Россия,Центральный,обл,Тульская,р-н,Киреевский,г,Липки,,,7101400300000,ff4e0e65-f17d-4ba6-832d-d1bd12859e00,4,0,70228513000,70628113001,7100,UTC+3,53.9417551,37.7020148,8741,1600
"Тульская обл, г Новомосковск",301650,Россия,Центральный,обл,Тульская,р-н,Новомосковский,г,Новомосковск,,,7101700100000,0b6e326e-74ca-4e24-93d4-2c385c292bb5,4,1,70234501000,70724000001,7100,UTC+3,54.0109075,38.2914024,131227,1930
"Тульская обл, г Плавск",301470,Россия,Центральный,обл,Тульская,р-н,Плавский,г,Плавск,,,7101900100000,3381114c-df5f-4966-8e74-b2e63d1e71bb,4,1,70238501000,70638101001,7100,UTC+3,53.7096415,37.2862352,16248,1563
"Тульская обл, Щекинский р-н, г Советск",301205,Россия,Центральный,обл,Тульская,р-н,Щекинский,г,Советск,,,7102400200000,20bde9d4-4295-417f-beba-6210f2e6b5d9,4,0,70248504000,70648104001,7100,UTC+3,53.9338874,37.6316141,7537,1949
"Тульская обл, г Суворов",301430,Россия,Центральный,обл,Тульская,р-н,Суворовский,г,Суворов,,,7102000100000,3e63d801-f22b-4ad2-bca2-29f73b0388dc,4,1,70240501000,70640101001,7100,UTC+3,54.1343585,36.4807419,18975,1949
г Тула,300000,Россия,Центральный,обл,Тульская,,,г,Тула,,,7100000100000,b2601b18-6da2-4789-9fbe-800dde06a2bb,4,2,70401000000,70701000001,7100,UTC+3,54.1920559,37.6153842,501129,1146
"Тульская обл, г Узловая",301600,Россия,Центральный,обл,Тульская,р-н,Узловский,г,Узловая,,,7102200100000,d3f84234-d9f9-4bd9-ae29-459fb22c5433,4,1,70244501000,70644101001,7100,UTC+3,53.9730452,38.1763201,55282,1873
"Тульская обл, Суворовский р-н, г Чекалин",301414,Россия,Центральный,обл,Тульская,р-н,Суворовский,г,Чекалин,,,7102000200000,de83a84d-6526-46dc-9501-82a4542e5abb,4,0,70240508000,70640108001,7100,UTC+3,54.0984438,36.2474142,994,1565
"Тульская обл, г Щекино",301240,Россия,Центральный,обл,Тульская,р-н,Щекинский,г,Щекино,,,7102400100000,2711a4bb-c464-405f-8b8b-cac284c9ae72,4,1,70248501000,70648101001,7100,UTC+3,54.0020652,37.5176288,58154,1870
"Тульская обл, г Ясногорск",301030,Россия,Центральный,обл,Тульская,р-н,Ясногорский,г,Ясногорск,,,7102500100000,87c99d23-260a-4a6e-8f69-f8a3dc131c3b,4,1,70250501000,70650101001,7100,UTC+3,54.4795484,37.6896048,16804,1578
"Респ Тыва, г Ак-Довурак",668050,Россия,Сибирский,Респ,Тыва,,,г,Ак-Довурак,,,1700000200000,7e4932c1-2db8-4fee-9997-655d837e70e1,4,0,93403000000,93703000001,1700,UTC+7,51.178452,90.5985129,13469,1964
г Кызыл,667000,Россия,Сибирский,Респ,Тыва,,,г,Кызыл,,,1700000100000,8df8c56f-a46e-438f-a85b-a9b18ad4fc77,4,2,93401000000,93701000001,1700,UTC+7,51.7191047,94.4376882,109906,1914
"Респ Тыва, г Туран",668510,Россия,Сибирский,Респ,Тыва,р-н,Пий-Хемский,г,Туран,,,1700900100000,224d11db-b006-4774-92eb-7fa5b870acbe,4,1,93235501000,93635101001,1700,UTC+7,52.1449619,93.9173396,4988,1885
"Респ Тыва, г Чадан",668110,Россия,Сибирский,Респ,Тыва,р-н,Дзун-Хемчикский,г,Чадан,,,1700400100000,2f1dec2a-2206-47fa-9620-1db182968112,4,1,93215501000,93615101001,1700,UTC+7,51.2844502,91.5788609,9037,1873
"Респ Тыва, г Шагонар",668210,Россия,Сибирский,Респ,Тыва,р-н,Улуг-Хемский,г,Шагонар,,,1701400100000,a2095706-c501-479c-903a-695b78af1f36,4,1,93254501000,93654101001,1700,UTC+7,51.5346393,92.9199675,10958,1888
"Тюменская обл, г Заводоуковск",627140,Россия,Уральский,обл,Тюменская,,,г,Заводоуковск,,,7200000400000,10c58caf-f8b8-44b6-99b9-5cf25f681fcf,4,1,71403000000,71703000001,7207,UTC+5,56.5027463,66.5513613,25657,1729
"Тюменская обл, г Ишим",627705,Россия,Уральский,обл,Тюменская,,,г,Ишим,,,7200000300000,248fbf02-0ba3-4208-8478-ba3def019844,4,1,71405000000,71705000001,7200,UTC+5,56.1104858,69.4795776,69567,1687
"Тюменская обл, г Тобольск",626150,Россия,Уральский,обл,Тюменская,,,г,Тобольск,,,7200000200000,6d7c3e9e-8d6d-490a-a650-8257dbf5ec36,4,0,71410000000,71710000001,7206,UTC+5,58.2017299,68.2538558,99698,1587
г Тюмень,625000,Россия,Уральский,обл,Тюменская,,,г,Тюмень,,,7200000100000,9ae64229-9f7b-4149-b27a-d1f6ec74b5ce,4,2,71401000000,71701000001,7200,UTC+5,57.1529744,65.5344099,581758,1586
"Тюменская обл, г Ялуторовск",627010,Россия,Уральский,обл,Тюменская,,,г,Ялуторовск,,,7200000500000,2771f01d-b335-40ba-ac30-11a7d3b43c26,4,1,71415000000,71715000001,7207,UTC+5,56.6547289,66.3122992,36494,1659
"Респ Удмуртская, г Воткинск",427430,Россия,Приволжский,Респ,Удмуртская,,,г,Воткинск,,,1800000300000,d948319d-b151-48f5-9791-22ccfeeabfe7,4,0,94410000000,94710000001,1828,UTC+4,57.0518149,53.9873096,100034,1759
"Респ Удмуртская, г Глазов",427620,Россия,Приволжский,Респ,Удмуртская,,,г,Глазов,,,1800000400000,afeea607-0207-467f-8c59-562fc634f924,4,0,94420000000,94720000001,1837,UTC+4,58.1359233,52.6635038,95835,1678
г Ижевск,426000,Россия,Приволжский,Респ,Удмуртская,,,г,Ижевск,,,1800000100000,deb1d05a-71ce-40d1-b726-6ba85d70d58f,4,2,94401000000,94701000001,1800,UTC+4,56.852738,53.2114896,628117,1760
"Респ Удмуртская, г Камбарка",427950,Россия,Приволжский,Респ,Удмуртская,р-н,Камбарский,г,Камбарка,,,1801100100000,b3bb969f-79ee-46fb-b23c-42a7b19fe8e1,4,1,94220501000,94620101001,1838,UTC+4,56.2659916,54.193374,11028,1767
"Респ Удмуртская, г Можга",427759,Россия,Приволжский,Респ,Удмуртская,,,г,Можга,,,1800000500000,7096d8a5-2b41-47b1-95ae-35efcbc07dee,4,0,94430000000,94730000001,1839,UTC+4,56.4427774,52.2137886,47959,1835
"Респ Удмуртская, г Сарапул",427960,Россия,Приволжский,Респ,Удмуртская,,,г,Сарапул,,,1800000200000,e69a280f-9064-490e-bae0-8bd39527872f,4,0,94440000000,94740000001,1838,UTC+4,56.4615767,53.8037657,101390,1621
"Ульяновская обл, Барышский р-н, г Барыш",433750,Россия,Приволжский,обл,Ульяновская,р-н,Барышский,г,Барыш,,,7300300100000,52cccd1a-84fd-448a-a91e-36f113b9946f,4,0,73204501000,73604101001,7309,UTC+4,53.6533992,47.1181134,17149,1600
"Ульяновская обл, г Димитровград",433500,Россия,Приволжский,обл,Ульяновская,,,г,Димитровград,,,7300000200000,73b29372-242c-42c5-89cd-8814bc2368af,4,0,73405000000,73705000001,7329,UTC+4,54.2167926,49.6262585,122549,1698
"Ульяновская обл, г Инза",433030,Россия,Приволжский,обл,Ульяновская,р-н,Инзенский,г,Инза,,,7300500100000,a23672b1-86cf-4b07-b1a1-cf0b58e7419b,4,1,73210501000,73610101001,7309,UTC+4,53.8549647,46.3533459,18547,1897
"Ульяновская обл, г Новоульяновск",433300,Россия,Приволжский,обл,Ульяновская,,,г,Новоульяновск,,,7300000400000,c21a50ef-de67-477c-887b-a1202730ee8e,4,0,73415000000,73715000001,7321,UTC+4,54.1447956,48.3910789,16032,1957
